gamma,k,fingerprint_length,n_recipients,sk,id,code,embedding_ratio,recipient_id,attribute,rel_delta_mean,rel_delta_std,hellinger_distance,kl_divergence,emd,ks,p_value
2,300,128,20,100,1,tardos,0.5,1,workclass,,,0.005641954133463671,0.00012687114669850987,12.424556985350574,,
2,300,128,20,100,1,tardos,0.5,1,fnlwgt,0.00021752314794287592,0.00011764897862508949,0.005753318237276906,0.00012229430676289076,612.7389207948139,0.0034704093854611706,0.9891623318611638
2,300,128,20,100,1,tardos,0.5,1,education,,,0.0010229518469112287,4.216078119671039e-06,20.15441786185928,,
2,300,128,20,100,1,tardos,0.5,1,education-num,4.504366164018355e-05,0.0003471809106759404,0.000516128892449482,1.0679756016323993e-06,0.0006756549246031908,0.0001228463499278274,1.0
2,300,128,20,100,1,tardos,0.5,1,marital-status,,,0.02381937892134376,0.001780555096746767,8.426215411074597,,
2,300,128,20,100,1,tardos,0.5,1,occupation,,,0.004322336518486655,7.460558415073266e-05,11.519117963207519,,
2,300,128,20,100,1,tardos,0.5,1,relationship,,,0.007966452305142417,0.00025111201010843384,5.064217929424771,,
2,300,128,20,100,1,tardos,0.5,1,race,,,0.012013146436551958,0.0005707435235205847,7.102853106477073,,
2,300,128,20,100,1,tardos,0.5,1,sex,,,0.00020772405679155936,1.7260930447541558e-07,0.6779275820767174,,
2,300,128,20,100,1,tardos,0.5,1,capital-gain,0.007787650125510807,0.29703837855577647,0.1408745888412106,0.07217190645770287,778.757224900955,0.024692116335493397,4.6911471391181224e-09
2,300,128,20,100,1,tardos,0.5,1,capital-loss,0.0067347775788716025,0.12989186256936075,0.07370605723808409,0.020111753772555634,29.336691133564702,0.016338564540401057,0.000332127220881879
2,300,128,20,100,1,tardos,0.5,1,hours-per-week,0.00031150324445985923,0.010550232525600514,0.009803341485560894,0.00038352604691882286,0.15945456220632057,0.008077147507754678,0.23736765587079278
2,300,128,20,100,1,tardos,0.5,1,native-country,,,0.01687172867449977,0.001107396149439025,77.78151776665335,,
2,300,128,20,100,1,tardos,0.5,1,income,,,0.007168535220065901,0.0002047327886831301,1.0367617702159024,,
2,300,128,20,100,2,tardos,0.5,2,age,0.0006154938696725901,0.0014639353249929076,0.0021881434684910073,1.9169253471098815e-05,0.045790976935597485,0.0022419458861828168,0.999997170521912
2,300,128,20,100,2,tardos,0.5,2,workclass,,,0.0053395286520819965,0.00011362866483092507,12.424925524400356,,
2,300,128,20,100,2,tardos,0.5,2,fnlwgt,0.0002158197041985108,0.000297879080454251,0.005855931744048566,0.0001269973974623345,635.3162065047133,0.003163293510641596,0.9966597747464098
2,300,128,20,100,2,tardos,0.5,2,education,,,0.0009467855047585571,3.614364655838941e-06,20.15429501550935,,
2,300,128,20,100,2,tardos,0.5,2,education-num,6.961293162580281e-05,0.0005236363625133313,0.0006363265107959252,1.625584730555716e-06,0.0010441939743865477,0.0001535579374097847,1.0
2,300,128,20,100,2,tardos,0.5,2,marital-status,,,0.023450216900987107,0.0017296663524855383,8.427873836798623,,
2,300,128,20,100,2,tardos,0.5,2,occupation,,,0.004004554310686844,6.404439125540066e-05,11.517643807008385,,
2,300,128,20,100,2,tardos,0.5,2,relationship,,,0.008076721276565103,0.00025764461563887366,5.063112312275421,,
2,300,128,20,100,2,tardos,0.5,2,race,,,0.012132392506937897,0.0005821287256768036,7.102607413777218,,
2,300,128,20,100,2,tardos,0.5,2,sex,,,0.0005771199142716221,1.332531060529692e-06,0.6798931236755629,,
2,300,128,20,100,2,tardos,0.5,2,capital-gain,0.007799414316737683,0.29713947048006567,0.14083914305335338,0.07215601124618032,779.9336322594511,0.024845674272903184,3.66133993226126e-09
2,300,128,20,100,2,tardos,0.5,2,capital-loss,0.006808496669484857,0.12820300613201716,0.07315358619688155,0.019830969242589792,29.657811492276018,0.01670710359018457,0.00022333966637772933
2,300,128,20,100,2,tardos,0.5,2,hours-per-week,0.0003776271726097955,0.011869008957174442,0.009952238672635479,0.00039530657618346834,0.1671017474893273,0.00795430115782686,0.253017697285601
2,300,128,20,100,2,tardos,0.5,2,native-country,,,0.016835039829502605,0.0011029719077183255,77.79343386259637,,
2,300,128,20,100,2,tardos,0.5,2,income,,,0.007068161864731194,0.0001990504538115362,1.0367617702159024,,
2,300,128,20,100,3,tardos,0.5,3,age,0.0005624848282654312,0.0016814092074875623,0.002190821698374131,1.9203749396883804e-05,0.045852400110561436,0.002211234298700848,0.9999981076906375
2,300,128,20,100,3,tardos,0.5,3,workclass,,,0.005472009227916106,0.00011919052168224181,12.423635637726115,,
2,300,128,20,100,3,tardos,0.5,3,fnlwgt,0.00022769033075625535,6.089007426918924e-05,0.0056884029279183805,0.0001192738007579742,614.068241147384,0.003255428273087446,0.9950665296367062
2,300,128,20,100,3,tardos,0.5,3,education,,,0.0009685538476216058,3.78079252208311e-06,20.15460213138417,,
2,300,128,20,100,3,tardos,0.5,3,education-num,4.299622247477449e-05,0.00036770607728517515,0.0005140455913716208,1.0593950530182973e-06,0.0006449433371212778,0.0001228463499278274,1.0
2,300,128,20,100,3,tardos,0.5,3,marital-status,,,0.02382700380087018,0.001781974942811781,8.427136758699056,,
2,300,128,20,100,3,tardos,0.5,3,occupation,,,0.004035205897929715,6.505735332988758e-05,11.517398114308529,,
2,300,128,20,100,3,tardos,0.5,3,relationship,,,0.007845020261340183,0.00024345915609758995,5.064586468474556,,
2,300,128,20,100,3,tardos,0.5,3,race,,,0.012671213498195088,0.0006344967454421688,7.102668836952182,,
2,300,128,20,100,3,tardos,0.5,3,sex,,,0.0005078475793799648,1.0318147632846966e-06,0.6795245846257792,,
2,300,128,20,100,3,tardos,0.5,3,capital-gain,0.007644928880110951,0.29288369770489275,0.13866626494827447,0.07004067220980745,764.4852430822116,0.024753539510457334,4.249164486261177e-09
2,300,128,20,100,3,tardos,0.5,3,capital-loss,0.006781592303591574,0.13072208436517024,0.07408883960118316,0.020319301077459814,29.540616074444948,0.016399987715364994,0.0003110628970579279
2,300,128,20,100,3,tardos,0.5,3,hours-per-week,0.0002917600810785852,0.01193860651573612,0.009757869579939385,0.0003801462179487884,0.1615736617425751,0.008046435920272738,0.24121063141314503
2,300,128,20,100,3,tardos,0.5,3,native-country,,,0.017292764283144312,0.0011640794007895074,77.78858143177422,,
2,300,128,20,100,3,tardos,0.5,3,income,,,0.0074444767780253275,0.00022076489018819402,1.0367617702159024,,
2,300,128,20,100,4,tardos,0.5,4,age,0.0007202498324535825,0.0017839806054511071,0.0023405845700441253,2.194102244967956e-05,0.05595651239212507,0.002733331285894147,0.9996963419770575
2,300,128,20,100,4,tardos,0.5,4,workclass,,,0.006170531772644766,0.00015176809275569314,12.420625902152883,,
2,300,128,20,100,4,tardos,0.5,4,fnlwgt,0.00022376681396996765,0.0013426729199555742,0.005726351295472373,0.00012008928633875645,583.2120327999698,0.0029790239857498957,0.9986372532418463
2,300,128,20,100,4,tardos,0.5,4,education,,,0.0010576451680510482,4.5040716203772005e-06,20.155032093608916,,
2,300,128,20,100,4,tardos,0.5,4,education-num,4.299622247477449e-05,0.00036770607728517515,0.0005140455913716208,1.0593950530182973e-06,0.0006449433371212778,0.0001228463499278274,1.0
2,300,128,20,100,4,tardos,0.5,4,marital-status,,,0.024806956976294203,0.0019145080403709545,8.426522526949418,,
2,300,128,20,100,4,tardos,0.5,4,occupation,,,0.0044621569458906845,7.951955111322364e-05,11.5172752679586,,
2,300,128,20,100,4,tardos,0.5,4,relationship,,,0.008227187146303723,0.0002675568470140654,5.062498080525784,,
2,300,128,20,100,4,tardos,0.5,4,race,,,0.012359543379191967,0.0006038560228769936,7.103221645526858,,
2,300,128,20,100,4,tardos,0.5,4,sex,,,0.000992857055129854,3.9443947633100145e-06,0.6821043579742637,,
2,300,128,20,100,4,tardos,0.5,4,capital-gain,0.007651842741823507,0.29225159108959564,0.1384382037475452,0.06980368737240154,765.1766223396075,0.024784251097939247,4.0436703405353155e-09
2,300,128,20,100,4,tardos,0.5,4,capital-loss,0.0066972341437610845,0.128085567133068,0.07313456923956178,0.0198033550271054,29.173151930223245,0.016399987715364994,0.0003110628970579279
2,300,128,20,100,4,tardos,0.5,4,hours-per-week,0.00023033690611471832,0.011990149931791554,0.00972747785509582,0.00037781327265182317,0.15973096649365742,0.007923589570344891,0.2570467178473108
2,300,128,20,100,4,tardos,0.5,4,native-country,,,0.017090219174537312,0.0011362809382093276,77.79374097847116,,
2,300,128,20,100,4,tardos,0.5,4,income,,,0.006716724744864097,0.00017978283475450323,1.0367617702159024,,
2,300,128,20,100,5,tardos,0.5,5,age,0.000656302417422616,0.0016451000932786945,0.002331015708251545,2.175735903929194e-05,0.050674119345229356,0.002303369061146754,0.9999939740455374
2,300,128,20,100,5,tardos,0.5,5,workclass,,,0.005772288307119173,0.00013283626293270393,12.420994441202668,,
2,300,128,20,100,5,tardos,0.5,5,fnlwgt,0.00020116531988137007,0.0007205669626694272,0.005532433860647556,0.00011137619999439878,514.6442983937783,0.0027640428733761713,0.999625173425962
2,300,128,20,100,5,tardos,0.5,5,education,,,0.0008865332198201189,3.1720991780372185e-06,20.153865053284605,,
2,300,128,20,100,5,tardos,0.5,5,education-num,4.299622247477449e-05,0.0003119676918624607,0.00037987647024616934,5.783280549758923e-07,0.0006449433371212335,9.213476244587012e-05,1.0
2,300,128,20,100,5,tardos,0.5,5,marital-status,,,0.023444470508524638,0.0017285487253573908,8.427689567273733,,
2,300,128,20,100,5,tardos,0.5,5,occupation,,,0.0040967304331339625,6.703236174839596e-05,11.51524830318479,,
2,300,128,20,100,5,tardos,0.5,5,relationship,,,0.007334359240343444,0.00021272824965087072,5.06606062467369,,
2,300,128,20,100,5,tardos,0.5,5,race,,,0.012461676084635828,0.000613856550189106,7.1025459906022546,,
2,300,128,20,100,5,tardos,0.5,5,sex,,,0.00046166874611026877,8.526858979653485e-07,0.6792788919259237,,
2,300,128,20,100,5,tardos,0.5,5,capital-gain,0.007695798219614212,0.29208902687299865,0.13857746383623706,0.06989056492333438,769.5721261631967,0.024569269985565523,5.713598564657398e-09
2,300,128,20,100,5,tardos,0.5,5,capital-loss,0.0068659645642427615,0.1314027838168523,0.07485030686387435,0.020704487880898827,29.90814164184148,0.016737815177666593,0.0002159886171620458
2,300,128,20,100,5,tardos,0.5,5,hours-per-week,0.00027515075315471497,0.01225515225958426,0.009947465408655463,0.0003950134035267181,0.16725530542673722,0.007985012745308828,0.2490354617144015
2,300,128,20,100,5,tardos,0.5,5,native-country,,,0.017254933183683714,0.001157434315580625,77.7921439759221,,
2,300,128,20,100,5,tardos,0.5,5,income,,,0.00691757080948463,0.0001906746384879466,1.0367617702159024,,
2,300,128,20,100,6,tardos,0.5,6,age,0.0006916417783607868,0.001263786407796262,0.0022074682776696483,1.9510909906613812e-05,0.05159546696968774,0.0022419458861828168,0.999997170521912
2,300,128,20,100,6,tardos,0.5,6,workclass,,,0.005461470782780458,0.0001188886174228194,12.422345751051871,,
2,300,128,20,100,6,tardos,0.5,6,fnlwgt,0.0001901471765091266,0.0008898801986870754,0.005758241012868298,0.00012157867541273986,564.1193759405371,0.003163293510641596,0.9966597747464098
2,300,128,20,100,6,tardos,0.5,6,education,,,0.0010320711719085571,4.290830016271901e-06,20.154724977734098,,
2,300,128,20,100,6,tardos,0.5,6,education-num,4.299622247477449e-05,0.00036770607728517515,0.0005140455913716106,1.059395052963114e-06,0.0006449433371212778,0.0001228463499278274,1.0
2,300,128,20,100,6,tardos,0.5,6,marital-status,,,0.02381827752837487,0.001780395329552341,8.428119529498481,,
2,300,128,20,100,6,tardos,0.5,6,occupation,,,0.003909796378382762,6.105346759340653e-05,11.514388378735296,,
2,300,128,20,100,6,tardos,0.5,6,relationship,,,0.007146042853506154,0.0002021412238267957,5.0648321611744125,,
2,300,128,20,100,6,tardos,0.5,6,race,,,0.012663389970846397,0.000633920171837542,7.101010411228157,,
2,300,128,20,100,6,tardos,0.5,6,sex,,,0.0005078475793799648,1.0318147632846966e-06,0.6795245846257792,,
2,300,128,20,100,6,tardos,0.5,6,capital-gain,0.00821095554710346,0.3067438360589938,0.14596689859337156,0.07724150906598717,821.0873437547941,0.02524492491016861,1.9083372694469037e-09
2,300,128,20,100,6,tardos,0.5,6,capital-loss,0.006758276596566129,0.13122094180016522,0.07417765339077008,0.020355865315266033,29.439052854642092,0.016338564540401057,0.000332127220881879
2,300,128,20,100,6,tardos,0.5,6,hours-per-week,0.000399877404356949,0.011393428194581784,0.009546604355110322,0.00036384022564860347,0.15908602315653678,0.0077700316329351315,0.2778990358744726
2,300,128,20,100,6,tardos,0.5,6,native-country,,,0.016780291712974692,0.0010957060827690847,77.79331101624643,,
2,300,128,20,100,6,tardos,0.5,6,income,,,0.006817156068172624,0.00018518929391293446,1.0367617702159024,,
2,300,128,20,100,7,tardos,0.5,7,age,0.0006908003650051393,0.0006171716660041332,0.002351850108667818,2.208668072295457e-05,0.05048984982033689,0.0022419458861828168,0.999997170521912
2,300,128,20,100,7,tardos,0.5,7,workclass,,,0.005976355215576827,0.0001423545180499312,12.421977212002089,,
2,300,128,20,100,7,tardos,0.5,7,fnlwgt,0.00019703153461639216,0.0011934282713764073,0.00554610481248396,0.00011196671217480407,525.4174933202244,0.002702619698412234,0.9997558229166036
2,300,128,20,100,7,tardos,0.5,7,education,,,0.001165249341887254,5.463539476880633e-06,20.155462055833667,,
2,300,128,20,100,7,tardos,0.5,7,education-num,4.0948783309247e-05,0.0003324908336325714,0.0003768485470365416,5.691675308200168e-07,0.0006142317496393205,9.213476244587012e-05,1.0
2,300,128,20,100,7,tardos,0.5,7,marital-status,,,0.023048277809492156,0.0016735776598110045,8.42873376124812,,
2,300,128,20,100,7,tardos,0.5,7,occupation,,,0.004384084395303382,7.674072789201603e-05,11.521513467031111,,
2,300,128,20,100,7,tardos,0.5,7,relationship,,,0.007832314006299983,0.0002425981410898545,5.065200700224194,,
2,300,128,20,100,7,tardos,0.5,7,race,,,0.012659525454981384,0.0006335419930575068,7.101256103928012,,
2,300,128,20,100,7,tardos,0.5,7,sex,,,0.0008773567590207369,3.0799396443261223e-06,0.6814901262246246,,
2,300,128,20,100,7,tardos,0.5,7,capital-gain,0.008018347435708626,0.3031002462391929,0.14364851576646728,0.07497257633275888,801.8267252234231,0.024692116335493397,4.6911471391181224e-09
2,300,128,20,100,7,tardos,0.5,7,capital-loss,0.006845391466843232,0.13115554203135,0.07459367971858703,0.020584863243601197,29.81852522956913,0.016676392002702656,0.0002309267150106528
2,300,128,20,100,7,tardos,0.5,7,hours-per-week,0.00028549241016392267,0.010549963067112962,0.00983796539341436,0.0003861714853896609,0.15825681029452443,0.007985012745308828,0.2490354617144015
2,300,128,20,100,7,tardos,0.5,7,native-country,,,0.01661040761144295,0.0010750035267185465,77.80166456804152,,
2,300,128,20,100,7,tardos,0.5,7,income,,,0.006566046634086042,0.00017182116811041356,1.0367617702159024,,
2,300,128,20,100,8,tardos,0.5,8,age,0.0006276943633298204,0.00145078551993151,0.0021063030464697,1.775768477623675e-05,0.04858573139645538,0.0020883879487730295,0.9999996852866005
2,300,128,20,100,8,tardos,0.5,8,workclass,,,0.0053465489898631095,0.00011398812947544445,12.424679831700502,,
2,300,128,20,100,8,tardos,0.5,8,fnlwgt,0.00016421790894230286,0.0004289869624672851,0.005536265436256839,0.00011156154333720853,499.0388501581571,0.002702619698412234,0.9997558229166036
2,300,128,20,100,8,tardos,0.5,8,education,,,0.0009467855047585571,3.614364655838941e-06,20.15429501550935,,
2,300,128,20,100,8,tardos,0.5,8,education-num,4.299622247477449e-05,0.00036770607728517515,0.0005140455913716208,1.0593950530182973e-06,0.0006449433371212778,0.0001228463499278274,1.0
2,300,128,20,100,8,tardos,0.5,8,marital-status,,,0.02348891374845488,0.0017368208688108126,8.42652252694942,,
2,300,128,20,100,8,tardos,0.5,8,occupation,,,0.004025906186326626,6.472746432155494e-05,11.513405607935875,,
2,300,128,20,100,8,tardos,0.5,8,relationship,,,0.00732838589580411,0.00021243869550707843,5.066981972298147,,
2,300,128,20,100,8,tardos,0.5,8,race,,,0.01278758146393993,0.0006462669868227109,7.102177451552471,,
2,300,128,20,100,8,tardos,0.5,8,sex,,,0.0003000599701280411,3.6018064043688396e-07,0.6784189674764289,,
2,300,128,20,100,8,tardos,0.5,8,capital-gain,0.007578038066551238,0.287257980251651,0.13667615404199504,0.06804592596429677,757.7962286170588,0.025183501735204672,2.110983994409769e-09
2,300,128,20,100,8,tardos,0.5,8,capital-loss,0.006794741318893191,0.13278926423967694,0.07493016115197661,0.0207525904081944,29.597893185098705,0.016338564540401057,0.000332127220881879
2,300,128,20,100,8,tardos,0.5,8,hours-per-week,0.0003635249130517323,0.010942058442666555,0.009923445690751766,0.000392946550609129,0.16350849175393883,0.007985012745308828,0.2490354617144015
2,300,128,20,100,8,tardos,0.5,8,native-country,,,0.016941814443618315,0.0011157153236226454,77.78661589017536,,
2,300,128,20,100,8,tardos,0.5,8,income,,,0.006867365510591249,0.0001879221087173026,1.0367617702159024,,
2,300,128,20,100,9,tardos,0.5,9,age,0.0006462054571545533,0.001281003766343737,0.002287798356690028,2.0942491951106876e-05,0.04778723012192485,0.002211234298700848,0.9999981076906375
2,300,128,20,100,9,tardos,0.5,9,workclass,,,0.006362744541357436,0.0001612997506493111,12.420687325327847,,
2,300,128,20,100,9,tardos,0.5,9,fnlwgt,0.00019157250102970128,0.00016783103270480668,0.005689972782770444,0.00011847373258360964,539.1712171002042,0.003071158748195746,0.9978212208145507
2,300,128,20,100,9,tardos,0.5,9,education,,,0.0010320711719085571,4.290830016271901e-06,20.154724977734098,,
2,300,128,20,100,9,tardos,0.5,9,education-num,4.299622247477449e-05,0.00036770607728517515,0.0005140455913716208,1.0593950530182973e-06,0.0006449433371212778,0.0001228463499278274,1.0
2,300,128,20,100,9,tardos,0.5,9,marital-status,,,0.023817228509807987,0.0017801868357814716,8.427075335524094,,
2,300,128,20,100,9,tardos,0.5,9,occupation,,,0.0038373642121473776,5.882278219399061e-05,11.514695494610116,,
2,300,128,20,100,9,tardos,0.5,9,relationship,,,0.0073606580224485595,0.0002144811616292644,5.066797702773258,,
2,300,128,20,100,9,tardos,0.5,9,race,,,0.012447772165940197,0.0006125831633513462,7.1024845674272905,,
2,300,128,20,100,9,tardos,0.5,9,sex,,,0.0009235552363899075,3.412890606840826e-06,0.6817358189244801,,
2,300,128,20,100,9,tardos,0.5,9,capital-gain,0.007734699748029391,0.29257681999768104,0.13919086334561373,0.07044154924134072,773.4622401031862,0.024937809035349034,3.1530894577842693e-09
2,300,128,20,100,9,tardos,0.5,9,capital-loss,0.006559553730458131,0.12843987508363924,0.07229921334683946,0.01937917045183031,28.57341604987562,0.015785755965725845,0.0005923899806314567
2,300,128,20,100,9,tardos,0.5,9,hours-per-week,0.00037668702197258164,0.012361594476200789,0.009987268280260983,0.00039812311452367495,0.17014219465004118,0.00789287798286295,0.26112268949435047
2,300,128,20,100,9,tardos,0.5,9,native-country,,,0.016829281519073685,0.0011008272731121347,77.79380240164613,,
2,300,128,20,100,9,tardos,0.5,9,income,,,0.007017968984583896,0.00019623881740785803,1.0367617702159024,,
2,300,128,20,100,10,tardos,0.5,10,age,0.0006205423498066701,0.0014444587630251255,0.002261341978194348,2.0441469489247066e-05,0.046896594084948215,0.0022419458861828168,0.999997170521912
2,300,128,20,100,10,tardos,0.5,10,workclass,,,0.005913061757275506,0.00013938448968635266,12.421362980252452,,
2,300,128,20,100,10,tardos,0.5,10,fnlwgt,0.00023489018544211118,0.0015047058933610232,0.005972958888838383,0.0001315958716893302,617.4863794109447,0.003101870335677659,0.9974766001795685
2,300,128,20,100,10,tardos,0.5,10,education,,,0.0009685538476216058,3.78079252208311e-06,20.15460213138417,,
2,300,128,20,100,10,tardos,0.5,10,education-num,6.756549246027533e-05,0.0004884027942682463,0.0005237885792479763,1.101723278669173e-06,0.0010134823869045904,0.0001228463499278274,1.0
2,300,128,20,100,10,tardos,0.5,10,marital-status,,,0.02346550839985711,0.001732496749539926,8.427075335524092,,
2,300,128,20,100,10,tardos,0.5,10,occupation,,,0.00425664163223304,7.236818404251805e-05,11.521329197506219,,
2,300,128,20,100,10,tardos,0.5,10,relationship,,,0.007453679216398155,0.00021981372299747297,5.065814931973834,,
2,300,128,20,100,10,tardos,0.5,10,race,,,0.012717840574033721,0.0006393594131060931,7.101378950277939,,
2,300,128,20,100,10,tardos,0.5,10,sex,,,0.0006233041957179976,1.5543619716338383e-06,0.6801388163754184,,
2,300,128,20,100,10,tardos,0.5,10,capital-gain,0.007858980957672972,0.297268524176531,0.14115267760146025,0.0723863821484179,785.8902367863355,0.024661404748011484,4.928636244040453e-09
2,300,128,20,100,10,tardos,0.5,10,capital-loss,0.00687888091600285,0.12967312363951522,0.07384229285991885,0.02019672084824216,29.964405270108337,0.01679923835263042,0.00020196718487808677
2,300,128,20,100,10,tardos,0.5,10,hours-per-week,0.00028267195825228104,0.011783237437577565,0.01010792720599536,0.0004077003139693879,0.16528976382789176,0.007923589570344891,0.2570467178473108
2,300,128,20,100,10,tardos,0.5,10,native-country,,,0.0169962669203325,0.001123620052018195,77.787230121925,,
2,300,128,20,100,10,tardos,0.5,10,income,,,0.007369232365955741,0.0002163335288230192,1.0367617702159024,,
2,300,128,20,100,11,tardos,0.5,11,age,0.0006428398037319631,0.001344302958629693,0.0023681748528017756,2.243191077567954e-05,0.04907711679616705,0.0023647922361106355,0.9999879048498339
2,300,128,20,100,11,tardos,0.5,11,workclass,,,0.005907800163335323,0.00013914688579628022,12.422038635177053,,
2,300,128,20,100,11,tardos,0.5,11,fnlwgt,0.0001222272666309,0.00019403547093695012,0.0053258319930299634,0.00010242872568762473,466.4847824083971,0.002149811123737022,0.9999991975494386
2,300,128,20,100,11,tardos,0.5,11,education,,,0.0010320711719085571,4.290830016271901e-06,20.154724977734098,,
2,300,128,20,100,11,tardos,0.5,11,education-num,6.961293162580281e-05,0.0004678719101576194,0.0005225798080591569,1.096662189867896e-06,0.0010441939743865035,0.0001228463499278274,1.0
2,300,128,20,100,11,tardos,0.5,11,marital-status,,,0.023580414129543686,0.001744811931813179,8.428733761248118,,
2,300,128,20,100,11,tardos,0.5,11,occupation,,,0.004220812842097712,7.114651995178889e-05,11.521759159730967,,
2,300,128,20,100,11,tardos,0.5,11,relationship,,,0.008075660630217057,0.0002576551103291112,5.062068118301035,,
2,300,128,20,100,11,tardos,0.5,11,race,,,0.012040901452697008,0.0005733793397326595,7.102730260127146,,
2,300,128,20,100,11,tardos,0.5,11,sex,,,0.0008542583404794828,2.919878485857291e-06,0.6813672798746967,,
2,300,128,20,100,11,tardos,0.5,11,capital-gain,0.007984436897285039,0.303094921455093,0.1436403713690979,0.07492312254357145,798.435705291603,0.02453855839808361,6.001373422781582e-09
2,300,128,20,100,11,tardos,0.5,11,capital-loss,0.006878986672158091,0.1304896204502786,0.07464398065463798,0.020603729256138924,29.964865943920593,0.016922084702558182,0.00017646577700957119
2,300,128,20,100,11,tardos,0.5,11,hours-per-week,0.00032748580529227766,0.012004748030824575,0.009913759188181001,0.0003923182415685986,0.16876017321335318,0.008015724332790769,0.24509983501281785
2,300,128,20,100,11,tardos,0.5,11,native-country,,,0.01736396381324059,0.0011729358229923274,77.78458892540155,,
2,300,128,20,100,11,tardos,0.5,11,income,,,0.006766942480255135,0.00018247620046128558,1.0367617702159024,,
2,300,128,20,100,12,tardos,0.5,12,age,0.0004501561452835134,0.0018180284267294376,0.0022536463369036063,2.0307808748164576e-05,0.04262768342495635,0.0018734068363993606,0.999999994487407
2,300,128,20,100,12,tardos,0.5,12,workclass,,,0.0053694707345324924,0.00011496912352236565,12.42498694757532,,
2,300,128,20,100,12,tardos,0.5,12,fnlwgt,0.00016965965133081107,0.0010463691828856145,0.0057820303309215814,0.00012366897792252988,596.665151561683,0.0030097355732318087,0.9983985493642341
2,300,128,20,100,12,tardos,0.5,12,education,,,0.0009467855047585571,3.614364655838941e-06,20.15429501550935,,
2,300,128,20,100,12,tardos,0.5,12,education-num,4.0948783309247e-05,0.0003324908336325714,0.0003768485470365414,5.691675308207418e-07,0.0006142317496393205,9.213476244587012e-05,1.0
2,300,128,20,100,12,tardos,0.5,12,marital-status,,,0.023314858036128584,0.0017136347649308844,8.42670679647431,,
2,300,128,20,100,12,tardos,0.5,12,occupation,,,0.004063216470210347,6.593423710365184e-05,11.516661036208962,,
2,300,128,20,100,12,tardos,0.5,12,relationship,,,0.0075524316641496945,0.00022562572997470275,5.065077853874266,,
2,300,128,20,100,12,tardos,0.5,12,race,,,0.01258601539587076,0.0006262116837209984,7.101317527102976,,
2,300,128,20,100,12,tardos,0.5,12,sex,,,0.0004385801460802214,7.695248544277878e-07,0.6791560455759957,,
2,300,128,20,100,12,tardos,0.5,12,capital-gain,0.007850355829193256,0.29761383609663067,0.14127930790019788,0.07256074067945696,785.0277325634959,0.024784251097939247,4.0436703405353155e-09
2,300,128,20,100,12,tardos,0.5,12,capital-loss,0.006643383109512418,0.12831095226310438,0.07262058736553473,0.01954667391372324,28.938576825036105,0.016123583428027444,0.0004169277786489764
2,300,128,20,100,12,tardos,0.5,12,hours-per-week,0.0002989679026304616,0.010704687467846329,0.009770261525835117,0.00038097204245040114,0.1589017536316452,0.00795430115782686,0.253017697285601
