exp_no,n_users,code_length,collusion_size,confidence,detected_tot,detected_correct,detected_incorrect,undetected
0,100,64,100,1.5,8,8,0,92
0,100,128,2,0.3,29,2,27,0
0,100,128,2,0.5,24,2,22,0
0,100,128,2,1,13,2,11,0
0,100,128,2,1.5,3,2,1,0
0,100,128,3,0.3,29,3,26,0
0,100,128,3,0.5,22,3,19,0
0,100,128,3,1,8,3,5,0
0,100,128,3,1.5,4,3,1,0
0,100,128,4,0.3,35,4,31,0
0,100,128,4,0.5,23,4,19,0
0,100,128,4,1,8,4,4,0
0,100,128,4,1.5,6,4,2,0
0,100,128,5,0.3,30,5,25,0
0,100,128,5,0.5,24,5,19,0
0,100,128,5,1,8,5,3,0
0,100,128,5,1.5,6,5,1,0
0,100,128,10,0.3,30,10,20,0
0,100,128,10,0.5,23,9,14,1
0,100,128,10,1,14,10,4,0
0,100,128,10,1.5,7,6,1,4
0,100,128,15,0.3,30,15,15,0
0,100,128,15,0.5,29,13,16,2
0,100,128,15,1,15,12,3,3
0,100,128,15,1.5,9,8,1,7
0,100,128,20,0.3,32,19,13,1
0,100,128,20,0.5,30,18,12,2
0,100,128,20,1,16,12,4,8
0,100,128,20,1.5,13,11,2,9
0,100,128,50,0.3,39,30,9,20
0,100,128,50,0.5,28,23,5,27
0,100,128,50,1,12,11,1,39
0,100,128,50,1.5,7,7,0,43
0,100,128,100,0.3,29,29,0,71
0,100,128,100,0.5,26,26,0,74
0,100,128,100,1,17,17,0,83
0,100,128,100,1.5,7,7,0,93
0,100,256,2,0.3,26,2,24,0
0,100,256,2,0.5,16,2,14,0
0,100,256,2,1,7,2,5,0
0,100,256,2,1.5,4,2,2,0
0,100,256,3,0.3,23,3,20,0
0,100,256,3,0.5,11,3,8,0
0,100,256,3,1,7,3,4,0
0,100,256,3,1.5,5,3,2,0
0,100,256,4,0.3,24,4,20,0
0,100,256,4,0.5,20,4,16,0
0,100,256,4,1,5,4,1,0
0,100,256,4,1.5,5,4,1,0
0,100,256,5,0.3,21,5,16,0
0,100,256,5,0.5,21,5,16,0
0,100,256,5,1,9,5,4,0
0,100,256,5,1.5,5,5,0,0
0,100,256,10,0.3,32,10,22,0
0,100,256,10,0.5,22,10,12,0
0,100,256,10,1,14,10,4,0
0,100,256,10,1.5,9,9,0,1
0,100,256,15,0.3,32,15,17,0
0,100,256,15,0.5,20,15,5,0
0,100,256,15,1,17,14,3,1
0,100,256,15,1.5,11,11,0,4
0,100,256,20,0.3,32,20,12,0
0,100,256,20,0.5,23,18,5,2
0,100,256,20,1,16,16,0,4
0,100,256,20,1.5,11,11,0,9
0,100,256,50,0.3,45,39,6,11
0,100,256,50,0.5,37,33,4,17
0,100,256,50,1,18,17,1,33
0,100,256,50,1.5,6,6,0,44
0,100,256,100,0.3,39,39,0,61
0,100,256,100,0.5,32,32,0,68
0,100,256,100,1,18,18,0,82
0,100,256,100,1.5,8,8,0,92
0,100,512,2,0.3,16,2,14,0
0,100,512,2,0.5,13,2,11,0
0,100,512,2,1,3,2,1,0
0,100,512,2,1.5,2,2,0,0
0,100,512,3,0.3,16,3,13,0
0,100,512,3,0.5,11,3,8,0
0,100,512,3,1,3,3,0,0
0,100,512,3,1.5,3,3,0,0
0,100,512,4,0.3,24,4,20,0
0,100,512,4,0.5,10,4,6,0
0,100,512,4,1,5,4,1,0
0,100,512,4,1.5,4,4,0,0
0,100,512,5,0.3,13,5,8,0
0,100,512,5,0.5,9,5,4,0
0,100,512,5,1,6,5,1,0
0,100,512,5,1.5,5,5,0,0
0,100,512,10,0.3,22,10,12,0
0,100,512,10,0.5,12,10,2,0
0,100,512,10,1,12,10,2,0
0,100,512,10,1.5,10,10,0,0
0,100,512,15,0.3,23,15,8,0
0,100,512,15,0.5,17,15,2,0
0,100,512,15,1,15,14,1,1
0,100,512,15,1.5,13,13,0,2
0,100,512,20,0.3,26,20,6,0
0,100,512,20,0.5,20,20,0,0
0,100,512,20,1,18,18,0,2
0,100,512,20,1.5,12,12,0,8
0,100,512,50,0.3,41,40,1,10
0,100,512,50,0.5,38,38,0,12
0,100,512,50,1,15,15,0,35
0,100,512,50,1.5,3,3,0,47
0,100,512,100,0.3,38,38,0,62
0,100,512,100,0.5,29,29,0,71
0,100,512,100,1,16,16,0,84
0,100,512,100,1.5,8,8,0,92
0,100,1024,2,0.3,19,2,17,0
0,100,1024,2,0.5,7,2,5,0
0,100,1024,2,1,2,2,0,0
0,100,1024,2,1.5,2,2,0,0
0,100,1024,3,0.3,13,3,10,0
0,100,1024,3,0.5,4,3,1,0
0,100,1024,3,1,3,3,0,0
0,100,1024,3,1.5,3,3,0,0
0,100,1024,4,0.3,9,4,5,0
0,100,1024,4,0.5,7,4,3,0
0,100,1024,4,1,4,4,0,0
0,100,1024,4,1.5,4,4,0,0
0,100,1024,5,0.3,15,5,10,0
0,100,1024,5,0.5,8,5,3,0
0,100,1024,5,1,5,5,0,0
0,100,1024,5,1.5,5,5,0,0
0,100,1024,10,0.3,17,10,7,0
0,100,1024,10,0.5,12,10,2,0
0,100,1024,10,1,10,10,0,0
0,100,1024,10,1.5,10,10,0,0
0,100,1024,15,0.3,17,15,2,0
0,100,1024,15,0.5,16,15,1,0
0,100,1024,15,1,15,15,0,0
0,100,1024,15,1.5,15,15,0,0
0,100,1024,20,0.3,22,20,2,0
0,100,1024,20,0.5,20,20,0,0
0,100,1024,20,1,20,20,0,0
0,100,1024,20,1.5,16,16,0,4
0,100,1024,50,0.3,49,47,2,3
0,100,1024,50,0.5,36,36,0,14
0,100,1024,50,1,19,19,0,31
0,100,1024,50,1.5,5,5,0,45
0,100,1024,100,0.3,38,38,0,62
0,100,1024,100,0.5,32,32,0,68
0,100,1024,100,1,17,17,0,83
0,100,1024,100,1.5,4,4,0,96
0,100,2048,2,0.3,8,2,6,0
0,100,2048,2,0.5,3,2,1,0
0,100,2048,2,1,2,2,0,0
0,100,2048,2,1.5,2,2,0,0
0,100,2048,3,0.3,7,3,4,0
0,100,2048,3,0.5,3,3,0,0
0,100,2048,3,1,3,3,0,0
0,100,2048,3,1.5,3,3,0,0
0,100,2048,4,0.3,9,4,5,0
0,100,2048,4,0.5,4,4,0,0
0,100,2048,4,1,4,4,0,0
0,100,2048,4,1.5,4,4,0,0
0,100,2048,5,0.3,6,5,1,0
0,100,2048,5,0.5,5,5,0,0
0,100,2048,5,1,5,5,0,0
0,100,2048,5,1.5,5,5,0,0
0,100,2048,10,0.3,12,10,2,0
0,100,2048,10,0.5,10,10,0,0
0,100,2048,10,1,10,10,0,0
0,100,2048,10,1.5,10,10,0,0
0,100,2048,15,0.3,16,15,1,0
0,100,2048,15,0.5,15,15,0,0
0,100,2048,15,1,15,15,0,0
0,100,2048,15,1.5,15,15,0,0
0,100,2048,20,0.3,21,20,1,0
0,100,2048,20,0.5,20,20,0,0
0,100,2048,20,1,20,20,0,0
0,100,2048,20,1.5,18,18,0,2
0,100,2048,50,0.3,48,48,0,2
0,100,2048,50,0.5,45,45,0,5
0,100,2048,50,1,25,25,0,25
0,100,2048,50,1.5,4,4,0,46
0,100,2048,100,0.3,42,42,0,58
0,100,2048,100,0.5,33,33,0,67
0,100,2048,100,1,14,14,0,86
0,100,2048,100,1.5,4,4,0,96
0,1000,64,2,0.3,337,2,335,0
0,1000,64,2,0.5,274,2,272,0
0,1000,64,2,1,143,2,141,0
0,1000,64,2,1.5,58,2,56,0
0,1000,64,3,0.3,345,3,342,0
0,1000,64,3,0.5,285,3,282,0
0,1000,64,3,1,130,3,127,0
0,1000,64,3,1.5,51,3,48,0
0,1000,64,4,0.3,350,4,346,0
0,1000,64,4,0.5,295,4,291,0
0,1000,64,4,1,181,4,177,0
0,1000,64,4,1.5,62,4,58,0
0,1000,64,5,0.3,341,5,336,0
0,1000,64,5,0.5,279,5,274,0
0,1000,64,5,1,176,5,171,0
0,1000,64,5,1.5,48,5,43,0
0,1000,64,10,0.3,356,10,346,0
0,1000,64,10,0.5,282,8,274,2
0,1000,64,10,1,169,9,160,1
0,1000,64,10,1.5,74,7,67,3
0,1000,64,15,0.3,361,15,346,0
0,1000,64,15,0.5,331,13,318,2
0,1000,64,15,1,136,10,126,5
0,1000,64,15,1.5,66,9,57,6
0,1000,64,20,0.3,352,19,333,1
0,1000,64,20,0.5,352,16,336,4
0,1000,64,20,1,154,15,139,5
0,1000,64,20,1.5,63,10,53,10
0,1000,64,50,0.3,361,33,328,17
0,1000,64,50,0.5,283,30,253,20
0,1000,64,50,1,148,22,126,28
0,1000,64,50,1.5,58,10,48,40
0,1000,64,100,0.3,369,65,304,35
0,1000,64,100,0.5,287,58,229,42
0,1000,64,100,1,142,28,114,72
0,1000,64,100,1.5,58,17,41,83
0,1000,16,2,0.3,396,2,394,0
0,1000,16,2,0.5,394,2,392,0
0,1000,16,2,1,195,2,193,0
0,1000,16,2,1.5,103,2,101,0
0,1000,16,3,0.3,420,3,417,0
0,1000,16,3,0.5,240,2,238,1
0,1000,16,3,1,115,3,112,0
0,1000,16,3,1.5,100,3,97,0
0,1000,16,4,0.3,406,4,402,0
0,1000,16,4,0.5,389,3,386,1
0,1000,16,4,1,221,3,218,1
0,1000,16,4,1.5,84,3,81,1
0,1000,16,5,0.3,401,4,397,1
0,1000,16,5,0.5,222,3,219,2
0,1000,16,5,1,98,3,95,2
0,1000,16,5,1.5,46,2,44,3
0,1000,16,10,0.3,367,6,361,4
0,1000,16,10,0.5,205,6,199,4
0,1000,16,10,1,209,5,204,5
0,1000,16,10,1.5,86,6,80,4
0,1000,16,15,0.3,388,11,377,4
0,1000,16,15,0.5,227,8,219,7
0,1000,16,15,1,121,5,116,10
0,1000,16,15,1.5,80,6,74,9
0,1000,16,20,0.3,408,15,393,5
0,1000,16,20,0.5,241,11,230,9
0,1000,16,20,1,230,10,220,10
0,1000,16,20,1.5,103,6,97,14
0,1000,16,50,0.3,431,32,399,18
0,1000,16,50,0.5,254,19,235,31
0,1000,16,50,1,218,19,199,31
0,1000,16,50,1.5,101,6,95,44
0,1000,16,100,0.3,397,56,341,44
0,1000,16,100,0.5,238,32,206,68
0,1000,16,100,1,119,25,94,75
0,1000,16,100,1.5,41,3,38,97
0,1000,32,2,0.3,412,2,410,0
0,1000,32,2,0.5,298,2,296,0
0,1000,32,2,1,189,2,187,0
0,1000,32,2,1.5,48,1,47,1
0,1000,32,3,0.3,446,3,443,0
0,1000,32,3,0.5,281,3,278,0
0,1000,32,3,1,192,3,189,0
0,1000,32,3,1.5,49,3,46,0
0,1000,32,4,0.3,439,4,435,0
0,1000,32,4,0.5,287,4,283,0
0,1000,32,4,1,190,3,187,1
0,1000,32,4,1.5,49,3,46,1
0,1000,32,5,0.3,421,5,416,0
0,1000,32,5,0.5,302,5,297,0
0,1000,32,5,1,195,5,190,0
0,1000,32,5,1.5,50,4,46,1
0,1000,32,10,0.3,421,9,412,1
0,1000,32,10,0.5,295,7,288,3
0,1000,32,10,1,121,4,117,6
0,1000,32,10,1.5,52,5,47,5
0,1000,32,15,0.3,430,13,417,2
0,1000,32,15,0.5,299,11,288,4
0,1000,32,15,1,197,9,188,6
0,1000,32,15,1.5,51,8,43,7
0,1000,32,20,0.3,449,15,434,5
0,1000,32,20,0.5,278,12,266,8
0,1000,32,20,1,192,13,179,7
0,1000,32,20,1.5,56,4,52,16
0,1000,32,50,0.3,412,30,382,20
0,1000,32,50,0.5,310,28,282,22
0,1000,32,50,1,191,22,169,28
0,1000,32,50,1.5,56,9,47,41
0,1000,32,100,0.3,450,65,385,35
0,1000,32,100,0.5,307,49,258,51
0,1000,32,100,1,199,30,169,70
0,1000,32,100,1.5,54,14,40,86
0,1000,64,2,0.3,349,2,347,0
0,1000,64,2,0.5,337,2,335,0
0,1000,64,2,1,127,2,125,0
0,1000,64,2,1.5,84,2,82,0
0,1000,64,3,0.3,372,3,369,0
0,1000,64,3,0.5,347,3,344,0
0,1000,64,3,1,182,3,179,0
0,1000,64,3,1.5,46,3,43,0
0,1000,64,4,0.3,342,4,338,0
0,1000,64,4,0.5,331,4,327,0
0,1000,64,4,1,121,3,118,1
0,1000,64,4,1.5,82,4,78,0
0,1000,64,5,0.3,358,5,353,0
0,1000,64,5,0.5,344,5,339,0
0,1000,64,5,1,129,5,124,0
0,1000,64,5,1.5,48,5,43,0
0,1000,64,10,0.3,337,10,327,0
0,1000,64,10,0.5,345,9,336,1
0,1000,64,10,1,136,8,128,2
0,1000,64,10,1.5,58,4,54,6
0,1000,64,15,0.3,378,15,363,0
0,1000,64,15,0.5,306,14,292,1
0,1000,64,15,1,134,11,123,4
0,1000,64,15,1.5,57,6,51,9
0,1000,64,20,0.3,375,16,359,4
0,1000,64,20,0.5,340,17,323,3
0,1000,64,20,1,147,12,135,8
0,1000,64,20,1.5,63,9,54,11
0,1000,64,50,0.3,375,35,340,15
0,1000,64,50,0.5,267,31,236,19
0,1000,64,50,1,129,19,110,31
0,1000,64,50,1.5,86,12,74,38
0,1000,64,100,0.3,385,58,327,42
0,1000,64,100,0.5,279,49,230,51
0,1000,64,100,1,138,25,113,75
0,1000,64,100,1.5,50,14,36,86
0,1000,128,2,0.3,376,2,374,0
0,1000,128,2,0.5,313,2,311,0
0,1000,128,2,1,150,2,148,0
0,1000,128,2,1.5,61,2,59,0
0,1000,128,3,0.3,376,3,373,0
0,1000,128,3,0.5,276,3,273,0
0,1000,128,3,1,134,3,131,0
0,1000,128,3,1.5,64,3,61,0
0,1000,128,4,0.3,386,4,382,0
0,1000,128,4,0.5,270,4,266,0
0,1000,128,4,1,178,4,174,0
0,1000,128,4,1.5,52,4,48,0
0,1000,128,5,0.3,328,5,323,0
0,1000,128,5,0.5,275,5,270,0
0,1000,128,5,1,134,5,129,0
0,1000,128,5,1.5,58,5,53,0
0,1000,128,10,0.3,349,10,339,0
0,1000,128,10,0.5,330,10,320,0
0,1000,128,10,1,146,9,137,1
0,1000,128,10,1.5,51,9,42,1
0,1000,128,15,0.3,410,14,396,1
0,1000,128,15,0.5,266,14,252,1
0,1000,128,15,1,178,13,165,2
0,1000,128,15,1.5,77,10,67,5
0,1000,128,20,0.3,347,20,327,0
0,1000,128,20,0.5,294,20,274,0
0,1000,128,20,1,167,18,149,2
0,1000,128,20,1.5,73,13,60,7
0,1000,128,50,0.3,360,41,319,9
0,1000,128,50,0.5,302,38,264,12
0,1000,128,50,1,147,29,118,21
0,1000,128,50,1.5,58,19,39,31
0,1000,128,100,0.3,354,68,286,32
0,1000,128,100,0.5,294,57,237,43
0,1000,128,100,1,170,43,127,57
0,1000,128,100,1.5,65,23,42,77
0,1000,256,2,0.3,346,2,344,0
0,1000,256,2,0.5,280,2,278,0
0,1000,256,2,1,126,2,124,0
0,1000,256,2,1.5,57,2,55,0
0,1000,256,3,0.3,385,3,382,0
0,1000,256,3,0.5,281,3,278,0
0,1000,256,3,1,125,3,122,0
0,1000,256,3,1.5,55,3,52,0
0,1000,256,4,0.3,356,4,352,0
0,1000,256,4,0.5,284,4,280,0
0,1000,256,4,1,165,4,161,0
0,1000,256,4,1.5,44,4,40,0
0,1000,256,5,0.3,377,5,372,0
